,Market Name,Address Line 1,City,Zip,Contact,State,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude
355,Harvest Home East Harlem Farmers' Market,East 104th St and Third Ave,New York,10029.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,July 9-November 19,M,Y,Y,N,Y,40.79024,-73.94564
356,Cooperstown Saturday Farmers' Market,101 Main St,Cooperstown,13326.0,Ellen Pope,NY,6075478881,http://www.cooperstownfarmersmarket.org,"Saturday 9am-2pm, 10am-2pm (Jan-Apr)",Year-round,YR,Y,Y,N,Y,42.70001,-74.92526
357,Country Fresh Farmingdale Farmers' Market,361 Main St,Farmingdale,11735.0,Mary Schneider,NY,6316735844,,Sunday  10am-3pm,June 7-November 22,M,Y,N,N,Y,40.73166,-73.44566
358,Curbside Market-Fairport Apartments,1030 Whitney Road E,Fairport,14450.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Thu 11am-12pm,July 9-December 17,M/X,Y,Y,N,Y,43.10913,-77.43938
359,Warwick Valley Farmers' Market,South St and Bank St,Warwick,10990.0,Cheryl Rogowski,NY,8459879990,http://www.warwickvalleyfarmersmarket.org,Sunday  9am-2pm,May 10-November 22,P/M,Y,Y,N,Y,41.25656,-74.35858
360,Ticonderoga Area Farmers' Market,1114 Wicker Street,Ticonderoga,12883.0,Mathew Courtright,NY,5185856619,http://www.ticonderogany.com,Saturday  10am-1pm,July 11-September 26,M,Y,N,N,Y,43.85688,-73.43642
361,Poughkeepsie Plenty Fresh Market Farm Stand,29 N Hamilton Street,Poughkeepsie,12601.0,Justin Offerman,NY,8454543792,http://www.dutchessoutreach.org,"Tue/Wed/Thu, 11:30p-3:30p",June 1-November 15,M,Y,Y,N,Y,41.70459,-73.92197
362,Empire State Plaza Wed Farmers' Market,170 State St,Albany,12210.0,Nicholas DeBlois,NY,5184863966,,Wednesday  10am-2pm,year-round,,Y,Y,N,Y,42.65068,-73.758
363,Alden Farmers' Market,13119 Broadway,Alden,14004.0,Alyssa Cooper,NY,7169376177,http://www.aldenny.org,Saturday  8:30am-1pm,June 6-October 10,M,Y,N,N,Y,42.89784,-78.49904
364,North Tonawanda City Tue Farmers' Market,310 Robinson Road,North Tonawanda,14120.0,Matt Parrish,NY,7166958555,http://www.northtonawanda.org/Departments/City%20Market.htm,Tuesday  7am-1pm,Year-round,YR,Y,N,N,Y,43.03377,-78.87021
365,Delmar Tuesday Farmers' Market,428 Kenwood Ave,Delmar,12054.0,Richard Rugen,NY,5188634711,http://www.facebook.com/TuesdayDelmarFarmersMarket/,Tuesday  2:30pm-6pm,May 5-November 24,P/M,N,N,N,Y,42.62298,-73.83623
366,Fordham Plaza Greenmarket,1 Fordham Plaza,Bronx,10458.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Friday  8am-4pm,July 10-November 20,M,Y,Y,N,Y,40.86002,-73.89106
367,Curbside Market-Creek House Commons,3000 White Swan Dr,Rochester,14626.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Sat 3:45pm-5pm,July 11-December 19,M,Y,Y,N,Y,43.21894,-77.73798
368,Veggie Van MM-St John De LaSalle,8600 Buffalo Ave.,Niagara Falls,14304.0,Jen Regan,NY,7162990905,,Thursday 10am-11am,June 1-October 31,M,Y,Y,N,Y,43.07637,-78.96524
369,Kensington  GrowNYC Farm Stand,Fort Hamilton Pkwy and East 5th St,Brooklyn,11218.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Saturday  8:30am-3pm,July 18-November 21,M,Y,Y,N,Y,40.64917,-73.97659
370,Abingdon Square Greenmarket,Hudson St and W 12 St,New York,10014.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/manhattan/abingdon-square,Saturday  8am-2pm,Year-round,YR,Y,Y,N,Y,40.73755,-74.00568
371,Owen Orchards Farm Stand,8174 Grant Ave.,Weedsport,13166.0,Gordon Tripp,NY,3152524097,http://www.owenorchard.com,"Mon-Sat  9am-7pm, Sunday  9am-6pm","Aug 1-March 30, 2021",M/X/W,Y,Y,N,Y,43.01314,-76.50749
372,Dave's Produce Farm Stand,6719 State Route 415 South,Bath,14810.0,David Hyer,NY,6077947043,,"Sunday 10am-5pm, Mon-Sat 9am-6pm, Nov-Dec: 10am-5pm",April 19-December 24,P/M/X,Y,N,N,Y,42.32583,-77.29073
373,Downtown Syracuse Farmers' Market,Clinton St and Water St,Syracuse,13202.0,Charles McFadden,NY,3154228284,http://www.downtownsyracuse.com,Tuesday  7am-3pm,June 6-October 13,M,Y,Y,N,Y,43.05054,-76.15354
374,Lockport Community WINTER Farmers' Market,210 Walnut Street,Lockport,14094.0,Jessica Dittly,NY,7164340212,http://www.lockportcommunitymarket.com,1st & 3rd Saturday  10am-2pm,November 2-May 15,M/X/W/P,N,Y,N,Y,43.16982,-78.68755
375,Bay Ridge Greenmarket,Third Ave and 95th St,Brooklyn,11209.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,May 2-November 21,P/M,Y,Y,N,Y,40.61724,-74.03362
376,Outback Farm Farm Market,2135 County Rd 8,Canandaigua,14424.0,Marlin & Leann Sensenig,NY,7175870079,,"Mon-Fri 8am-8pm, Saturday 8am-4pm",April 20-November 30,P/M,Y,N,N,Y,42.92848,-77.30929
377,Veggie Van MM-Lackawana,230 Martin Rd,Lackawana,14218.0,Jen Regan,NY,7162990905,http://cceniagaracounty.org/communities/creating-healthy-schools-communities/creating-healthy-communities/veggie-van,Wed 11:30am-12:30pm,June 1-October 31,M,Y,Y,N,Y,42.81641,-78.8161
378,Spencer-Van Etten Farmers' Market,Owego Street Ext and N Main St,Spencer,14883.0,Stephanie Hafl,NY,6075897496,http://www.facebook.com/SpencerVanEttenFarmersMarket/,Saturday  9am-12:30pm,June 6-October 1,M,Y,N,N,Y,42.21138,-76.49267
379,Curbside Market-Charlotte Harbortower II,60 River Street,Rochester,14612.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Fri 4:15pm-5:30pm,July 10-December 18,M/X,Y,Y,N,Y,43.2444,-77.61607
380,Dunkirk Farmers' Market,45 Cliffstar Court,Dunkirk,14048.0,Edward Hayes,NY,7163669876,http://www.cityofdunkirk.com,Wednesday  9am-2pm,June 10-October 14,M,Y,Y,N,Y,42.48481,-79.32751
381,Westside Tilth Market Farm Stand,246 Normal Ave.,Buffalo,14213.0,Carrie Nader,NY,7163616591,http://www.westsidetilth.com,Sat 10am-2pm,July 4-October 31,M,Y,N,N,Y,42.90687,-78.88899
382,Kristy's Barn Farm Stand,2385 Brookview Road,Castleton,12033.0,Kenneth Johnson,NY,5184776250,http://www.kristysbarn.com,"Mon-Fri 9am-7pm, Sat/Sun 10am-5pm",May 1-November 30,P/M,Y,N,N,Y,42.56495,-73.70495
383,Seed Song Farm Stand,160 Esopus Ave,Kingston,12401.0,Creek Iverson,NY,8453831528,http://www.seedsongfarm.org,"Daily 10am-6pm, Winter hours change November",Year-round,YR,Y,N,N,Y,41.9556,-74.0067
384,Watt Farms Country Market,3121 Oak Orchard Rd,Albion,14411.0,Karen Watt,NY,5855898000,http://www.wattfarms.com,Daily  9am-9pm,June 1-December 25,M/X,Y,N,N,Y,43.265158,-78.192266
385,Schneider's Farm Stand,316 Old Country Road,Melville,11747.0,Mary Schneider,NY,6316735844,http://www.schneidersfarmmelville.com,Daily  9am-6pm,April 23-December 24,P/M/X,Y,N,N,Y,40.80186,-73.39911
386,JCEO MM-Alice Center,45 6th St,Malone,12953.0,Richard LaVigne,NY,5183194028,http://www.jceo.org,Wednesday 10am-11am,June 10-October 14,M,Y,Y,N,Y,44.86017,-74.29201
387,Mosher Farms Farm Stand,3214 Fargo Rd,Bouckville,13310.0,Terry Mosher,NY,3158937173,http://www.mosherfarms.com,"Mon-Sat 9am-6pm, Sunday 10am-6pm",June 10-October 31,M,Y,N,N,Y,42.87972,-75.57175
388,Kwilos Farm Farm Stand,7678 Erie Rd.,Derby,14074.0,Joseph Kwilos,NY,7165496201,,"Mon-Sat  10am-6pm, Sunday  10am-4pm",May 8-October 31,P/M,Y,N,N,Y,42.67729,-79.02178
389,Nyack WINTER Farmers' Market,"56 Depew Ave, NY",Nyack,10960.0,Pam Moskowitz,NY,8454943408,http://www.nyackchamber.org,Thursday  8am-2pm,January 3-March 28,W,N,Y,N,Y,41.089496,-73.919311
390,Keene Farmers' Market,2253 State Route 73,Keene Valley,12943.0,Dan Rivera,NY,5185634777,http://www.adirondackfarmersmarket.com,Sunday  9:30am-2pm,May 31-October 11,M,Y,N,N,Y,44.22067,-73.78561
391,Crossroads Farm Farm Stand,480 Hempstead Ave,Malverne,11565.0,Nella Stranieri,NY,5168817900,http://www.xroadsfarmliny.com,"Fri 3pm-6pm;, Sat 9am-12pm;, Sun 10am-12pm",June 15-October 30,M,Y,N,N,Y,40.68066,-73.66376
392,Our Green Acres Farm Stand,3965 Waverly Rd,Owego,13827.0,Frank Wiles,NY,6076872874,http://www.ourgreenacres.com,Daily 11am-6pm,June 15-October 31,M,Y,N,N,Y,42.10315,-76.26336
393,Curbside Market-Keeler Apts,501 Seneca Manor Dr.,Rochester,14621.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Wed 2:15pm-3:45pm,July 8-December 16,M/X,Y,Y,N,Y,43.19395,-77.60168
394,The Napolitano Family Farm Stand,3434 Hempstead Turnpike,Levittown,11756.0,Daniel Napolitano,NY,6462834682,http://www.napolitanofamilyfarm.com,Saturday 10am-2pm,June 13-September 26,M,Y,N,N,Y,40.72556,-73.50916
395,Veggie Mobile Sprout-Barker Park,3rd and State St.,Troy,12180.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Tue 11:30am-12pm,Year-round,YR,Y,Y,Y,Y,42.73006,-73.69055
396,Village of Hamilton Farmers' Market,Broad St and Payne St,Hamilton,13346.0,Kim Taranto,NY,3158241111,http://www.hamilton-ny.gov,Saturday  8am-1pm,May 9-October 31,P/M,Y,N,N,Y,42.82684,-75.54436
397,Haven of Hope Farm Stand,19 Cemetery Street,Fonda,12068.0,Pat Brooking,NY,5185223342,http://www.havenofhopefarm.org,"Fri/Sat 9am-4pm, Sunday 12pm-2pm",April 3-December 23,P/M/X,Y,Y,N,Y,42.95627,-74.36841
398,Corona Greenmarket,Roosevelt Ave and 103rd St,Corona,11368.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Friday  8am-3pm,June19-November 27,M,Y,Y,N,Y,40.74994,-73.86221
399,Mamakating Farmers Market,2948 Route 209 Wurtsboro,Wurtsboro,12790.0,Fred Harding,NY,8458202932,http://www.visitmamakating.org,Friday 4pm-7pm,June 5-September 4,M,Y,N,N,Y,41.56637,-74.49704
400,Ithaca Farmers' Market (Steamboat Sun),545 Third Street,Ithaca,14850.0,Kelly Sauve,NY,6072737109,http://www.ithacamarket.com,Sunday  10am-3pm,April 5-December 22,P/M/X,Y,N,N,Y,42.44958,-76.50782
401,Florida NY Farmers' Market,133 N Main Street,Florida,10921.0,Janet Picarelli,NY,8456518310,http://www.floridafarmersmarket.org,Tue 10am-4pm,June 16-Oct 27,M,Y,N,N,Y,41.33775,-74.35873
402,Jamaica Hospital Farm Stand,134-20 Jamaica Ave.,Jamaica,11418.0,Javier or Estella Perez,NY,8453810399,,Wednesday 9am-4pm,June 17-November 18,M,Y,N,N,Y,40.7024,-73.81767
403,Veggie Mobile-Renwyck Place,18 4th Ave,Rensselaer,12144.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Thu 11:30am-12pm,Year-round,YR,Y,Y,Y,Y,42.63925,-73.73936
404,Cincinnatus Farmers' Market,2704 Lower Cincinnatus Rd,Cincinnatus,13040.0,Paul Halstead,NY,6078368972,,Saturday  9am-12pm,May 30-October31,P/M,Y,N,N,Y,42.53812,-75.89662
405,"Learn it, Grow it, Eat it  GrowNYC Farm Stand",E. 169th St. and Boston Rd.,Bronx,10456.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Wednesday  10am-3pm,July 15-November 26,M,Y,Y,N,Y,40.83121,-73.90022
406,Bethel Hobbs Community Farm Stand,178 Oxhead Road,Centereach,11720.0,Ann Pellegrino,NY,6317741556,http://www.hobbsfarm.info,Saturday  10am-2pm,May 30-October 10,P/M,Y,N,N,Y,40.872,-73.09635
407,Curbside Market-Waring Road Plaza,250 Waring Rd,Rochester,14609.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Wed 11:45am-1pm,July 8-December 16,M/X,Y,Y,N,Y,43.1836,-77.56554
408,Eisenhower Park Farm Stand,Stewart @ Merrick Ave.,East Meadow,11554.0,Jane Kraus,NY,5168322591,http://ccenassau.org,Saturday 10am-1pm,July 18-October 17,M,Y,N,N,Y,40.73687,-73.58301
409,Veggie Mobile Sprout-Robert Whalen,305 Colonie Street,Albany,12210.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Wed 11:15am-12pm,Year-round,YR,Y,Y,Y,Y,42.66338,-73.75595
410,Flushing Greenmarket,Kissena Boulevard and Maple Avenue,Flushing,11355.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Wednesday  8am-3pm,July 8-November 25,M,Y,Y,N,Y,40.75636,-73.82579
411,North Chili Farmers' Market,2200 Westside Dr,North Chili,14514.0,Roger Dart,NY,5853157754,http://www.umcofnorthchili.org,Saturday  8am-1pm,June 15-October 26,M,Y,N,N,Y,43.12648,-77.78969
412,MAP Mobile Market-Buffalo Promise,3251 Bailey Ave,Buffalo,14215.0,Danielle Rovillo,NY,7168825327,http://www.mass-ave.org,Tuesday 3pm-5pm,June 23-October 27,M,Y,Y,N,Y,42.9433,-78.8134
413,NYC Health+Hospitals Farmers' Market-Queens 1,82-68 164th St,Jamaica,11432.0,Sandra Springer,NY,7188832134,http://www.nychealthandhospitals.org,Thursday  8am-4pm,July 30-November 30,M,Y,N,N,Y,40.71753,-73.80373
414,Webster's Joe Obbie Farmers' Market,1028 Ridge Road,Webster,14580.0,Jason Bliek,NY,5852611533,http://www.webstersjoeobbiefarmersmarketinc.org,Saturday 8:30-1pm,June 13-October 31,M,Y,N,N,Y,43.20964,-77.45416
415,Healthy Orange Farmers' Market,131 Broadway,Newburgh,12550.0,Meg Oakes,NY,8453606691,http://www.healthyorange.com/,Tuesday  10am-2pm,July 7-October 13,M,Y,Y,N,Y,41.50009,-74.01254
416,East Hampton Farmers' Market,60 Spinner Lane,East Hampton,11937.0,Katherine Plumb,NY,6317259133,http://www.facebook.com/East-Hampton-Farmers-Market-177816025660504/,Friday  9am-1pm,June 5-September 11,P/M,Y,Y,N,Y,40.9779,-72.17646
417,Remsen Farmers' Market,10613 Depot Street,Remsen,13438.0,Erin Corrigan,NY,3157902435,,Saturday 9am-1pm,June 20-October 17,M,Y,N,N,Y,43.32853,-75.18683
418,Broadway Farmers' Market,999 Broadway,Buffalo,14212.0,Kathleen Peterson,NY,7168930705,,Mon-Sat  8am-5pm,year-round,YR,N,Y,N,Y,42.893162,-78.837667
419,Clinton Bailey Sun Farmers' Market,Bailey Ave and Clinton St,Buffalo,14206.0,Sharon Baldi,NY,7162080003,http://www.clintonbaileymarket.com,Sunday 7am-5pm,May 2-October 31,P/M,N,Y,N,Y,42.87206,-78.81997
420,Gouverneur Health GrowNYC Farm Stand,227 Madison Street,New York,10002.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Thursday  9am-2pm,July 20-November 20,M,Y,Y,N,Y,40.71321,-73.98779
421,Rockville Centre Farmers' Market,Sunrise Hwy and Long Beach Rd,Rockville Centre,11570.0,Ethel Terry,NY,6313233653,http://www.longislandgrowersmarket.com,Sunday  7am-12pm,June 7-November 29,M,Y,N,N,Y,40.65712,-73.6321
422,Niagara Falls City Wednesday Market,1800-1808 Pine Ave,Niagara Falls,14301.0,Victor Muto,NY,7167540798,http://www.local-farmers-markets.com/market/3569/niagara-falls/niagara-falls-city-market,Wednesday  9am-3pm,Year-round,YR,Y,N,N,Y,43.09513,-79.03972
423,Eastgate Farmers' Market,4927-5089 Transit Road,Clarence,14221.0,Julie Fix-Minchen,NY,7168789628,http://eastgatefarmersmarket.com,Wednesday  3pm-7pm,June 17-October 14,M,Y,N,N,Y,42.9861,-78.69691
424,Curbside Market-Glenwood Gardens,41 Kestrel St,Rochester,14613.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Sat  4pm-5:15pm,July 11-December 19,M/X,Y,Y,N,Y,43.175465,-77.644124
425,Dave's Veggies Farm Market,5178 NY-41,Homer,13077.0,David Root,NY,6077494955,http://www.facebook.com/daves.veggies,Daily  12pm-6pm,May 10-October 31,P/M,Y,Y,N,Y,42.659118,-76.203042
426,Callicoon Farmers' Market,A Dorrer Drive,Callicoon,12723.0,Eugene Thalmann,NY,6313327948,http://www.callicoonfarmersmarket.org,Sunday  11am-2pm,March 22-November 29,P/M,Y,N,N,Y,41.76559,-75.05797
427,Rockaway Youth Task Force Farm Stand,310 Beach 58th Street,Far Rockaway,11691.0,Tamera Jacobs,NY,7186730263,http://www.rytf.org,Saturday  9am-3pm,July 6-November 21,M,Y,Y,N,Y,40.59453,-73.78803
428,Andrews Family Farm Farm Stand,1038 Sound Ave,Calverton,11933.0,Robert Andrews,NY,6319295963,,Daily 9am-6pm,April 25-November 25,P/M,Y,N,N,Y,40.94993,-72.80243
429,Curbside Market-The Hamilton Apts,185 Mount Hope Avenue,Rochester,14620.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Sat 11:45am-1pm,July 11-December 19,M/X,Y,Y,N,Y,43.14573,-77.61013
430,South Dayton Farmers' Market,Rt 322 and Park st.,South Dayton,14138.0,Linda Dewey,NY,7166729004,http://www.facebook.com/pages/South-Dayton-Farmers-Market/1662449950658252,Saturday  9am-3pm,June 6-October 24,M,Y,N,N,Y,42.3609,-79.04925
431,Ridgewood GrowNYC Farm Stand,Myrtle Ave and Cypress Ave,Ridgewood,11385.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Saturday  8:30am-3pm,July 20-November 20,M,Y,Y,N,Y,40.70011,-73.90619
432,Schenectady Greenmarket,Franklin St and Jay St,Schenectady,12305.0,Cheryl Whilby,NY,5189860318,http://www.schenectadygreenmarket.org,Sunday  10am-2pm,X/W/P,P/M,Y,Y,Y,Y,42.81372,-73.94015
433,Kingston YMCA Farm Stand,507 Broadway,Kingston,12401.0,Kaycee Wimbish,NY,8453322927,http://www.kingstonymcafarmproject.org,"Thursday  3:30pm-6pm, closed 12/24 & 12/31",June 4-February 2021,M,Y,Y,N,Y,41.92805,-74.0007
434,Clancy Farms Farm Stand,265 Heiser Road,Fort Plain,13339.0,David Clancy,NY,5189934806,http://www.facebook.com/clancyfarm,"Mo/Tu/We  10am-6pm, Saturday  1pm-6pm",June 22-October 31,M,Y,N,N,Y,42.91494,-74.62885
435,Union Square Friday Greenmarket,Broadway and East 17th St,New York,10003.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/greenmarket,Friday  8am-6pm,Year-round,YR,Y,Y,N,Y,40.73701,-73.99025
436,Perfectly Blended Farm Farm Stand,3819 Riceville Rd,Machias,14101.0,Melissa Keller,NY,7162580645,http://www.perfectlyblendedfarm.com,"Friday 5pm-8pm, Sat/Sun 10am-2pm",May 2-October 17,P/M,Y,N,N,Y,42.43378,-78.51896
437,Perry Farmers' Market,Main St and Borden Ave,Perry,14530.0,Rick Hauser,NY,5859913893,http://www.perryfarmersmarket.com,Sat  8:30am-12:30pm,June 20-September 26,M,Y,N,N,Y,42.71842,-78.00218
438,Emmi's Farm Market-Liverpool,1401 Buckley Road,Liverpool,13088.0,Anthony Emmi,NY,3156357529,http://www.emmifarms.com,"Mon-Sat 10am-6pm, Sunday 10am-6:30pm",July 5-September 4,M,Y,N,N,Y,43.13879,-76.17373
439,Mott Haven Farm Stand,545 East 142nd Street,Bronx,10454.0,Rachel Gill,NY,7185083156,http://www.bronxworks.org,Monday  9am-3pm,July 6-November 16,M,N,N,N,Y,40.80979,-73.91585
440,Veggie Mobile Sprout-Burns Apts,720 Federal Street,Troy,12180.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Thu  12:30pm-1:15pm,Year-round,YR,Y,Y,Y,Y,42.733148,-73.684555
441,Seneca Falls Farmers' Market,Water St and Bridge St,Seneca Falls,13148.0,Gregg Zellers,NY,3153384359,http://www.senecamarket.com,Tuesday  3pm-7pm,June 16-October 13,M,Y,Y,N,Y,42.91008,-76.80086
442,Akwesasne Farmers' Market,30 Margaret Terrance Memorial Way,Akwesasne,13655.0,Kim McElwain,NY,5183583141,,"Thursday 11am-2pm, Saturday 10am-1pm",June 25-October 3,M,Y,N,N,Y,44.9867,-74.6755
443,Dizzy Lizzie's Farm Farm Stand,3823 Sanderson Rd,Erieville,13061.0,Elizabeth Blackburn,NY,3156627565,http://www.dizzylizziesfarm.com,Tuesday 8:30am-11:30am,July-September,M,Y,N,N,Y,42.83934,-75.74399
444,Pleasantville WINTER Farmers' Market,40 Romer Ave,Pleasantville,10570.0,Steven Bates,NY,9142054545,http://www.pleasantvillefarmersmarket.org,Saturday  8:30am-1pm,December 7-March 28,X/W,N,Y,N,Y,41.134501,-73.785274
445,Jamestown Public Market,Cherry and West 2nd St,Jamestown,14701.0,Linnea Carlson,NY,7164836405,,Saturday  10am-2pm,year-round,YR,Y,Y,N,Y,42.09567,-79.24234
446,Broome Co Regional Sat Farmers' Market,840 Upper Front St.,Binghamton,13905.0,Amy Willis,NY,6077728953,http://www.broomecountyregionalmarket.com,Saturday  9am-1pm,Year-round,YR,Y,Y,Y,Y,42.12921,-75.90609
447,Common Roots Urban Farm Stand,309 Peckham St,Buffalo,14206.0,Terra Dumas,NY,7162929109,http://www.commonrootsurbanfarm.com,Saturday 11am-3pm,June 6-October 3,M,Y,Y,N,Y,42.88783,-78.84284
448,Huntington Farm Stand I,9715 Ridge Rd.,Middleport,14105.0,Dan Huntington,NY,7163930590,,Daily 9am-7pm,June -October,M,Y,N,N,Y,43.24672,-78.48848
449,Harvest Home Brower Park Farm Stand,Prospect Place and Brooklyn Ave.,Brooklyn,11213.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Thursday  8am-3pm,June 4-November 19,M,Y,Y,N,Y,40.674,-73.94454
450,Spa City Farmers' Market,65 South Broadway,Saratoga Springs,12866.0,Colleen Zorbas,NY,5183390958,http://www.spacityfarmersmarket.com,Sundays  10am-2pm,Year-round,YR,Y,N,N,Y,43.06474,-73.78876
451,Saranac Lake Village Farmers' Market,Corner of Main St. & Route 3,Saranac Lake,12983.0,Dan Rivera,NY,5185634777,http://www.ausablevalleygrangefarmersmarkets.com/,Saturday  9am-2pm,May 30-October 10,M,Y,Y,N,Y,44.32503,-74.13178
452,Brownsville Pitkin  GrowNYC Farm Stand,Pitkin Avenue and Thomas Boyland Street,Brooklyn,11212.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Saturday  9am-2pm,July 18-November 21,M,Y,Y,N,Y,40.66926,-73.91356
453,Rock Hill Farmers' Market,223 Rock Hill Drive,Rock Hill,12775.0,Melinda Meddaugh,NY,8453970376,http://www.rockhillfarmersmarket.com,Saturday  10am-1pm,June 6-September 26,M,Y,N,N,Y,41.62515,-74.59634
454,R & G Produce Farm Stand,997 NY Route 22,Brewster,10509.0,Mike Miller,NY,8459817200,,Saturday 8am-3pm,June 7-November 28,M,Y,N,N,Y,41.39785,-73.60218
455,Saint George Greenmarket,St Marks Pl and Hyatt St,Staten Island,10301.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/staten-island/saint-george,Saturday  9am-1pm,Year-round,YR,Y,Y,N,Y,40.64159,-74.07791
456,Salamanca Farmers Market,768 Broad St,Salamanca,14779.0,Rachael Ferguson,NY,7168608419,,Tuesday 11am-5pm,May 26-October 13,P/M,Y,N,N,Y,42.1593,-78.74484
457,Restoration Farm Farm Stand,140 Bethpage-Sweet Hollow Road,Old Bethpage,11804.0,Caroline Fanning,NY,7183094220,http://www.restorationfarm.com,"Saturday 10am-1pm, Tu/Th 3pm-6pm, hours change Oct 31",May 16-December 19,M/X,Y,N,N,Y,40.76181,-73.44488
458,Central NY Thursday Regional Market Authority,2100 Park Street,Syracuse,13208.0,Amanda Vitale,NY,3154228647,http://www.cnyrma.com,Thursday 7am-2pm,May-November,P/M,Y,Y,Y,Y,43.07269,-76.16835
459,Eastchester GrowNYC Farm Stand,E 229th St at Schieffelin Ave,Bronx,10466.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org,Thursday 9:30am-3pm,July 7-November 20,M,Y,Y,N,Y,40.88504,-73.84314
460,Seeds in the Middle Farm Stand-Flatbush,2500 Nostrand Ave,Brooklyn,11210.0,Nancie Katz,NY,9176973745,http://seedsinthemiddle.org,Thursday 1pm-7pm,Year-round,M,Y,N,N,Y,40.62378,-73.94632
461,Isabahlia Farm Stand-Livonia Ave,410 Livonia Ave,Brooklyn,11212.0,Brenda Thompson-Duchene,NY,7184983174,http://www.isabahlialoefinc.org,Saturday  8am-3pm,June 30-October 31,M,Y,Y,N,Y,40.66353,-73.90226
462,170 Farm Stand,1406 Townsend Ave. and 170th Street,Bronx,10452.0,Theresa Conk,NY,7187168000,http://www.newsettlement.org/170FarmStand,Wed  2:30-6:30pm,August 12-Nov 25,M,Y,Y,N,Y,40.84009,-73.9166
463,Dwarf Hollow Farm Stand,10312 State Route 53,Prattsburgh,14873.0,Cynthia Kolkmann,NY,6075223277,http://www.dwarfhollowfarmstad.com,Daily 10am-6pm,May 1-November 30,P/M,Y,N,N,Y,42.50169,-77.28544
464,Clinton Bailey Sat Farmers' Market,Bailey Ave and Clinton St,Buffalo,14206.0,Sharon Baldi,NY,7162080003,http://www.clintonbaileymarket.com,"Saturday  4am-6pm, Nov-Apr  6am-12pm",Year-round,YR,Y,Y,N,Y,42.87205,-78.81998
465,Carroll Gardens Greenmarket,Carroll St and Court St,Brooklyn,11231.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/brooklyn/carroll-gardens,Sunday  8am-2pm,Year-round,YR,Y,Y,N,Y,40.68106,-73.99653
466,Cold Spring WINTER Farmers' Market,1 Chestnut St,Cold Spring,10516.0,Colin Wright,NY,9179570695,http://www.csfarmmarket.org,Saturday  9:30am-1:30pm,November 2-April 26,M/X/W/P,N,Y,N,Y,41.419897,-73.954688
467,Lockport Community Farmers' Market,57 Canal Street,Lockport,14094.0,Jessica Dittly,NY,7164340212,http://www.lockportcommunitymarket.com,Saturday  9am-2pm,June 27-October 31,M,Y,Y,N,Y,43.1705,-78.694
468,McGolrick Park Farmers' Market,130 Russell Street,Brooklyn,11222.0,Miriam Haas,NY,9149234837,http://www.downtoearthmarkets.com,Sunday  10am-3pm,May17-December 20,P/M/X,Y,Y,N,Y,40.72483,-73.94432
469,Palisades Indoor WINTER Farmers' Market,675 Oak Tree Rd,Palisades,10964.0,Carol Baxter,NY,8453593988,http://www.palisadesfm.org,Saturday  9am-1pm,December 7-May,W/P,N,N,N,Y,41.011524,-73.917671
470,Veggie Mobile-Howe Library,Schuyler St and Broad Street,Albany,12202.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Tue 3pm-3:45pm,Year-round,YR,Y,Y,Y,Y,42.64112,-73.75802
471,Curbside Market-Carriage Factory Apts,33 Litchfield Street,Rochester,14608.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Tue 2:30pm-3:45pm,July 7-December 15,M/X,Y,Y,N,Y,43.15396,-77.62575
